EDAM_data:0005, "Resource type"
EDAM_operation:0244, "Protein flexibility and motion analysis"
EDAM_operation:0245, "Protein structural motif recognition"
EDAM_operation:0246, "Protein domain recognition"
EDAM_operation:0247, "Protein architecture analysis"
EDAM_operation:0248, "Residue interaction calculation"
EDAM_operation:0249, "Torsion angle calculation"
EDAM_operation:0250, "Protein property calculation"
EDAM_operation:0252, "Peptide immunogenicity prediction"
EDAM_operation:0253, "Sequence feature detection"
EDAM_operation:0254, "Data retrieval (feature table)"
EDAM_operation:0255, "Feature table query"
EDAM_operation:0256, "Sequence feature comparison"
EDAM_operation:0257, "Data retrieval (sequence alignment)"
EDAM_operation:0258, "Sequence alignment analysis"
EDAM_operation:0259, "Sequence alignment comparison"
EDAM_operation:0260, "Sequence alignment conversion"
EDAM_operation:0261, "Nucleic acid property processing"
EDAM_operation:0262, "Nucleic acid property calculation"
EDAM_operation:0264, "Splice transcript prediction"
EDAM_operation:0265, "Frameshift detection"
EDAM_operation:0266, "Vector sequence detection"
EDAM_operation:0267, "Protein secondary structure prediction"
EDAM_operation:0268, "Protein super-secondary structure prediction"
EDAM_operation:0269, "Transmembrane protein prediction"
EDAM_operation:0270, "Transmembrane protein analysis"
EDAM_operation:0271, "Structure prediction"
EDAM_operation:0272, "Residue interaction prediction"
EDAM_operation:0273, "Protein interaction raw data analysis"
EDAM_operation:0274, "Protein-protein interaction prediction (from protein sequence)"
EDAM_operation:0275, "Protein-protein interaction prediction (from protein structure)"
EDAM_operation:0276, "Protein interaction network analysis"
EDAM_operation:0277, "Protein interaction network comparison"
EDAM_operation:0278, "RNA secondary structure prediction"
EDAM_operation:0279, "Nucleic acid folding prediction"
EDAM_operation:0280, "Data retrieval (restriction enzyme annotation)"
EDAM_operation:0281, "Genetic marker identification"
EDAM_operation:0282, "Genetic mapping"
EDAM_operation:0283, "Linkage analysis"
EDAM_operation:0284, "Codon usage table generation"
EDAM_operation:0285, "Codon usage table comparison"
EDAM_operation:0286, "Codon usage analysis"
EDAM_operation:0287, "Base position variability plotting"
EDAM_operation:0288, "Sequence word comparison"
EDAM_operation:0289, "Sequence distance matrix generation"
EDAM_operation:0290, "Sequence redundancy removal"
EDAM_operation:0291, "Sequence clustering"
EDAM_operation:0292, "Sequence alignment generation"
EDAM_operation:0293, "Hybrid sequence alignment construction"
EDAM_operation:0294, "Structure-based sequence alignment"
EDAM_operation:0295, "Structure alignment"
EDAM_operation:0296, "Sequence profile generation"
EDAM_operation:0297, "3D profile generation"
EDAM_operation:0298, "Profile-to-profile alignment"
EDAM_operation:0299, "3D profile-to-3D profile alignment"
EDAM_operation:0300, "Sequence-to-profile alignment"
EDAM_operation:0301, "Sequence-to-3D-profile alignment"
EDAM_operation:0302, "Protein threading"
EDAM_operation:0303, "Protein fold recognition"
EDAM_operation:0304, "Metadata retrieval"
EDAM_operation:0305, "Literature search"
EDAM_operation:0306, "Text mining"
EDAM_operation:0307, "Virtual PCR"
EDAM_operation:0308, "PCR primer design"
EDAM_operation:0309, "Microarray probe design"
EDAM_operation:0310, "Sequence assembly"
EDAM_operation:0311, "Microarray data standardization and normalization"
EDAM_operation:0312, "Sequencing-based expression profile data processing"
EDAM_operation:0313, "Gene expression profile clustering"
EDAM_operation:0314, "Gene expression profiling"
EDAM_operation:0315, "Gene expression profile comparison"
EDAM_operation:0316, "Functional profiling"
EDAM_operation:0317, "EST and cDNA sequence analysis"
EDAM_operation:0318, "Structural genomics target selection"
EDAM_operation:0319, "Protein secondary structure assignment"
EDAM_operation:0320, "Protein structure assignment"
EDAM_operation:0321, "Protein model validation"
EDAM_operation:0322, "Molecular model refinement"
EDAM_operation:0323, "Phylogenetic tree generation"
EDAM_operation:0324, "Phylogenetic tree analysis"
EDAM_operation:0325, "Phylogenetic tree comparison"
EDAM_operation:0326, "Phylogenetic tree editing"
EDAM_operation:0327, "Phylogenetic footprinting / shadowing"
EDAM_operation:0328, "Protein folding simulation"
EDAM_operation:0329, "Protein folding pathway prediction"
EDAM_operation:0330, "Protein SNP mapping"
EDAM_operation:0331, "Protein modelling (mutation)"
EDAM_operation:0332, "Immunogen design"
EDAM_operation:0333, "Zinc finger prediction"
EDAM_operation:0334, "Enzyme kinetics calculation"
EDAM_operation:0335, "Formatting"
EDAM_operation:0336, "Format validation"
EDAM_operation:0337, "Visualisation"
EDAM_operation:0338, "Sequence database search"
EDAM_operation:0339, "Structure database search"
EDAM_operation:0340, "Protein secondary database search"
EDAM_operation:0341, "Motif database search"
EDAM_operation:0342, "Sequence profile database search"
EDAM_operation:0343, "Transmembrane protein database search"
EDAM_operation:0344, "Sequence retrieval (by code)"
EDAM_operation:0345, "Sequence retrieval (by keyword)"
EDAM_operation:0346, "Sequence similarity search"
EDAM_operation:0347, "Sequence database search (by motif or pattern)"
EDAM_operation:0348, "Sequence database search (by amino acid composition)"
EDAM_operation:0349, "Sequence database search (by property)"
EDAM_operation:0350, "Sequence database search (by sequence using word-based methods)"
EDAM_operation:0351, "Sequence database search (by sequence using profile-based methods)"
EDAM_operation:0352, "Sequence database search (by sequence using local alignment-based methods)"
EDAM_operation:0353, "Sequence database search (by sequence using global alignment-based methods)"
EDAM_operation:0354, "Sequence database search (by sequence for primer sequences)"
EDAM_operation:0355, "Sequence database search (by molecular weight)"
EDAM_operation:0356, "Sequence database search (by isoelectric point)"
EDAM_operation:0357, "Structure retrieval (by code)"
EDAM_operation:0358, "Structure retrieval (by keyword)"
EDAM_operation:0359, "Structure database search (by sequence)"
EDAM_operation:0360, "Structural similarity search"
EDAM_operation:0361, "Sequence annotation"
EDAM_operation:0362, "Genome annotation"
EDAM_operation:0363, "Nucleic acid sequence reverse and complement"
EDAM_operation:0364, "Random sequence generation"
EDAM_operation:0365, "Nucleic acid restriction digest"
EDAM_operation:0366, "Protein sequence cleavage"
EDAM_operation:0367, "Sequence mutation and randomization"
EDAM_operation:0368, "Sequence masking"
EDAM_operation:0369, "Sequence cutting"
EDAM_operation:0370, "Restriction site creation"
EDAM_operation:0371, "DNA translation"
EDAM_operation:0372, "DNA transcription"
EDAM_operation:0377, "Sequence composition calculation (nucleic acid)"
EDAM_operation:0378, "Sequence composition calculation (protein)"
EDAM_operation:0379, "Repeat sequence detection"
EDAM_operation:0380, "Repeat sequence organisation analysis"
EDAM_operation:0383, "Protein hydropathy calculation (from structure)"
EDAM_operation:0384, "Protein solvent accessibility calculation"
EDAM_operation:0385, "Protein hydropathy cluster calculation"
EDAM_operation:0386, "Protein dipole moment calculation"
EDAM_operation:0387, "Protein surface and interior calculation"
EDAM_operation:0388, "Protein binding site prediction (from structure)"
EDAM_operation:0389, "Protein-nucleic acid binding site analysis"
EDAM_operation:0390, "Protein peeling"
EDAM_operation:0391, "Protein distance matrix calculation"
EDAM_operation:0392, "Protein contact map calculation"
EDAM_operation:0393, "Protein residue cluster calculation"
EDAM_operation:0394, "Hydrogen bond calculation"
EDAM_operation:0395, "Residue non-canonical interaction detection"
EDAM_operation:0396, "Ramachandran plot calculation"
EDAM_operation:0397, "Ramachandran plot validation"
EDAM_operation:0398, "Protein molecular weight calculation"
EDAM_operation:0399, "Protein extinction coefficient calculation"
EDAM_operation:0400, "Protein pH-dependent property calculation"
EDAM_operation:0401, "Protein hydropathy calculation (from sequence)"
EDAM_operation:0402, "Protein titration curve plotting"
EDAM_operation:0403, "Protein isoelectric point calculation"
EDAM_operation:0404, "Protein hydrogen exchange rate calculation"
EDAM_operation:0405, "Protein hydrophobic region calculation"
EDAM_operation:0406, "Protein aliphatic index calculation"
EDAM_operation:0407, "Protein hydrophobic moment plotting"
EDAM_operation:0408, "Protein globularity prediction"
EDAM_operation:0409, "Protein solubility prediction"
EDAM_operation:0410, "Protein crystallizability prediction"
EDAM_operation:0411, "Protein signal peptide detection (eukaryotes)"
EDAM_operation:0412, "Protein signal peptide detection (bacteria)"
EDAM_operation:0413, "MHC peptide immunogenicity prediction"
EDAM_operation:0414, "Protein feature prediction (from sequence)"
EDAM_operation:0415, "Nucleic acid feature detection"
EDAM_operation:0416, "Epitope mapping"
EDAM_operation:0417, "Protein post-translation modification site prediction"
EDAM_operation:0418, "Protein signal peptide detection"
EDAM_operation:0419, "Protein binding site prediction (from sequence)"
EDAM_operation:0420, "Protein-nucleic acid binding prediction"
EDAM_operation:0421, "Protein folding site prediction"
EDAM_operation:0422, "Protein cleavage site prediction"
EDAM_operation:0423, "Epitope mapping (MHC Class I)"
EDAM_operation:0424, "Epitope mapping (MHC Class II)"
EDAM_operation:0425, "Whole gene prediction"
EDAM_operation:0426, "Gene component prediction"
EDAM_operation:0427, "Transposon prediction"
EDAM_operation:0428, "PolyA signal detection"
EDAM_operation:0429, "Quadruplex formation site detection"
EDAM_operation:0430, "CpG island and isochore detection"
EDAM_operation:0431, "Restriction site recognition"
EDAM_operation:0432, "Nucleosome formation or exclusion sequence prediction"
EDAM_operation:0433, "Splice site prediction"
EDAM_operation:0434, "Integrated gene prediction"
EDAM_operation:0435, "Operon prediction"
EDAM_operation:0436, "Coding region prediction"
EDAM_operation:0437, "Selenocysteine insertion sequence (SECIS) prediction"
EDAM_operation:0438, "Regulatory element prediction"
EDAM_operation:0439, "Translation initiation site prediction"
EDAM_operation:0440, "Promoter prediction"
EDAM_operation:0441, "Transcription regulatory element prediction (DNA-cis)"
EDAM_operation:0442, "Transcription regulatory element prediction (RNA-cis)"
EDAM_operation:0443, "Transcription regulatory element prediction (trans)"
EDAM_operation:0444, "Matrix/scaffold attachment site prediction"
EDAM_operation:0445, "Transcription factor binding site prediction"
EDAM_operation:0446, "Exonic splicing enhancer prediction"
EDAM_operation:0447, "Sequence alignment validation"
EDAM_operation:0448, "Sequence alignment analysis (conservation)"
EDAM_operation:0449, "Sequence alignment analysis (site correlation)"
EDAM_operation:0450, "Chimeric sequence detection"
EDAM_operation:0451, "Recombination detection"
EDAM_operation:0452, "Indel detection"
EDAM_operation:0453, "Nucleosome formation potential prediction"
EDAM_operation:0455, "Nucleic acid thermodynamic property calculation"
EDAM_operation:0456, "Nucleic acid melting profile plotting"
EDAM_operation:0457, "Nucleic acid stitch profile plotting"
EDAM_operation:0458, "Nucleic acid melting curve plotting"
EDAM_operation:0459, "Nucleic acid probability profile plotting"
EDAM_operation:0460, "Nucleic acid temperature profile plotting"
EDAM_operation:0461, "Nucleic acid curvature calculation"
EDAM_operation:0463, "microRNA detection"
EDAM_operation:0464, "tRNA gene prediction"
EDAM_operation:0465, "siRNA binding specificity prediction"
EDAM_operation:0467, "Protein secondary structure prediction (integrated)"
EDAM_operation:0468, "Protein secondary structure prediction (helices)"
EDAM_operation:0469, "Protein secondary structure prediction (turns)"
EDAM_operation:0470, "Protein secondary structure prediction (coils)"
EDAM_operation:0471, "Protein secondary structure prediction (disulfide bonds)"
EDAM_operation:0472, "GPCR prediction"
EDAM_operation:0473, "GPCR analysis"
EDAM_operation:0474, "Protein structure prediction"
EDAM_operation:0475, "Nucleic acid structure prediction"
EDAM_operation:0476, "Ab initio structure prediction"
EDAM_operation:0477, "Protein modelling"
EDAM_operation:0478, "Molecular docking"
EDAM_operation:0479, "Protein modelling (backbone)"
EDAM_operation:0480, "Protein modelling (side chains)"
EDAM_operation:0481, "Protein modelling (loops)"
EDAM_operation:0482, "Protein-ligand docking"
EDAM_operation:0483, "Structured RNA prediction and optimisation"
EDAM_operation:0484, "SNP detection"
EDAM_operation:0485, "Radiation Hybrid Mapping"
EDAM_operation:0486, "Functional mapping"
EDAM_operation:0487, "Haplotype mapping"
EDAM_operation:0488, "Linkage disequilibrium calculation"
EDAM_operation:0489, "Genetic code prediction"
EDAM_operation:0490, "Dotplot plotting"
EDAM_operation:0491, "Pairwise sequence alignment"
EDAM_operation:0492, "Multiple sequence alignment"
EDAM_operation:0493, "Pairwise sequence alignment generation (local)"
EDAM_operation:0494, "Pairwise sequence alignment generation (global)"
EDAM_operation:0495, "Local sequence alignment"
EDAM_operation:0496, "Global sequence alignment"
EDAM_operation:0497, "Constrained sequence alignment"
EDAM_operation:0498, "Consensus-based sequence alignment"
EDAM_operation:0499, "Tree-based sequence alignment"
EDAM_operation:0500, "Secondary structure alignment generation"
EDAM_operation:0501, "Protein secondary structure alignment generation"
EDAM_operation:0502, "RNA secondary structure alignment"
EDAM_operation:0503, "Pairwise structure alignment"
EDAM_operation:0504, "Multiple structure alignment construction"
EDAM_operation:0505, "Structure alignment (protein)"
EDAM_operation:0506, "Structure alignment (RNA)"
EDAM_operation:0507, "Pairwise structure alignment generation (local)"
EDAM_operation:0508, "Pairwise structure alignment generation (global)"
EDAM_operation:0509, "Local structure alignment"
EDAM_operation:0510, "Global structure alignment"
EDAM_operation:0511, "Profile-to-profile alignment (pairwise)"
EDAM_operation:0512, "Sequence alignment generation (multiple profile)"
EDAM_operation:0513, "3D profile-to-3D profile alignment (pairwise)"
EDAM_operation:0514, "Structural profile alignment generation (multiple)"
EDAM_operation:0515, "Data retrieval (tool metadata)"
EDAM_operation:0516, "Data retrieval (database metadata)"
EDAM_operation:0517, "PCR primer design (for large scale sequencing)"
EDAM_operation:0518, "PCR primer design (for genotyping polymorphisms)"
EDAM_operation:0519, "PCR primer design (for gene transcription profiling)"
EDAM_operation:0520, "PCR primer design (for conserved primers)"
EDAM_operation:0521, "PCR primer design (based on gene structure)"
EDAM_operation:0522, "PCR primer design (for methylation PCRs)"
EDAM_operation:0523, "Sequence assembly (mapping assembly)"
EDAM_operation:0524, "Sequence assembly (de-novo assembly)"
EDAM_operation:0525, "Sequence assembly (genome assembly)"
EDAM_operation:0526, "Sequence assembly (EST assembly)"
EDAM_operation:0527, "Tag mapping"
EDAM_operation:0528, "SAGE data processing"
EDAM_operation:0529, "MPSS data processing"
EDAM_operation:0530, "SBS data processing"
EDAM_operation:0531, "Heat map generation"
EDAM_operation:0532, "Gene expression profile analysis"
EDAM_operation:0533, "Gene expression profile pathway mapping"
EDAM_operation:0534, "Protein secondary structure assignment (from coordinate data)"
EDAM_operation:0535, "Protein secondary structure assignment (from CD data)"
EDAM_operation:0536, "Protein structure assignment (from X-ray crystallographic data)"
EDAM_operation:0537, "Protein structure assignment (from NMR data)"
EDAM_operation:0538, "Phylogenetic tree generation (data centric)"
EDAM_operation:0539, "Phylogenetic tree generation (method centric)"
EDAM_operation:0540, "Phylogenetic tree generation (from molecular sequences)"
EDAM_operation:0541, "Phylogenetic tree generation (from continuous quantitative characters)"
EDAM_operation:0542, "Phylogenetic tree generation (from gene frequencies)"
EDAM_operation:0543, "Phylogenetic tree construction (from polymorphism data)"
EDAM_operation:0544, "Phylogenetic species tree construction"
EDAM_operation:0545, "Phylogenetic tree generation (parsimony methods)"
EDAM_operation:0546, "Phylogenetic tree generation (minimum distance methods)"
EDAM_operation:0547, "Phylogenetic tree generation (maximum likelihood and Bayesian methods)"
EDAM_operation:0548, "Phylogenetic tree generation (quartet methods)"
EDAM_operation:0549, "Phylogenetic tree generation (AI methods)"
EDAM_operation:0550, "DNA substitution modelling"
EDAM_operation:0551, "Phylogenetic tree analysis (shape)"
EDAM_operation:0552, "Phylogenetic tree bootstrapping"
EDAM_operation:0553, "Phylogenetic tree analysis (gene family prediction)"
EDAM_operation:0554, "Phylogenetic tree analysis (natural selection)"
EDAM_operation:0555, "Phylogenetic tree generation (consensus)"
EDAM_operation:0556, "Phylogenetic sub/super tree detection"
EDAM_operation:0557, "Phylogenetic tree distances calculation"
EDAM_operation:0558, "Phylogenetic tree annotation"
EDAM_operation:0559, "Immunogenicity prediction"
EDAM_operation:0560, "DNA vaccine design"
EDAM_operation:0561, "Sequence formatting"
EDAM_operation:0562, "Sequence alignment formatting"
EDAM_operation:0563, "Codon usage table formatting"
EDAM_operation:0564, "Sequence visualisation"
EDAM_operation:0565, "Sequence alignment visualisation"
EDAM_operation:0566, "Sequence cluster visualisation"
EDAM_operation:0567, "Phylogenetic tree visualisation"
EDAM_operation:0568, "RNA secondary structure visualisation"
EDAM_operation:0569, "Protein secondary structure rendering"
EDAM_operation:0569, "Protein secondary structure visualisation"
EDAM_operation:0570, "Structure visualisation"
EDAM_operation:0571, "Microarray data rendering"
EDAM_operation:0572, "Protein interaction network rendering"
EDAM_operation:0572, "Protein interaction network visualisation"
EDAM_operation:0573, "Map drawing"
EDAM_operation:0574, "Sequence motif rendering"
EDAM_operation:0575, "Restriction map drawing"
EDAM_operation:0577, "DNA linear map rendering"
EDAM_operation:0578, "Plasmid map drawing"
EDAM_operation:0579, "Operon drawing"
EDAM_operation:1768, "Nucleic acid folding family identification"
EDAM_operation:1769, "Nucleic acid folding energy calculation"
EDAM_operation:1774, "Annotation retrieval"
EDAM_operation:1777, "Protein function prediction"
EDAM_operation:1778, "Protein function comparison"
EDAM_operation:1780, "Sequence submission"
EDAM_operation:1781, "Gene regulatory network analysis"
EDAM_operation:1812, "Loading"
EDAM_operation:1813, "Sequence retrieval"
EDAM_operation:1814, "Structure retrieval"
EDAM_operation:1816, "Surface rendering"
EDAM_operation:1817, "Protein atom surface calculation (accessible)"
EDAM_operation:1818, "Protein atom surface calculation (accessible molecular)"
EDAM_operation:1819, "Protein residue surface calculation (accessible)"
EDAM_operation:1820, "Protein residue surface calculation (vacuum accessible)"
EDAM_operation:1821, "Protein residue surface calculation (accessible molecular)"
EDAM_operation:1822, "Protein residue surface calculation (vacuum molecular)"
EDAM_operation:1823, "Protein surface calculation (accessible molecular)"
EDAM_operation:1824, "Protein surface calculation (accessible)"
EDAM_operation:1825, "Backbone torsion angle calculation"
EDAM_operation:1826, "Full torsion angle calculation"
EDAM_operation:1827, "Cysteine torsion angle calculation"
EDAM_operation:1828, "Tau angle calculation"
EDAM_operation:1829, "Cysteine bridge detection"
EDAM_operation:1830, "Free cysteine detection"
EDAM_operation:1831, "Metal-bound cysteine detection"
EDAM_operation:1832, "Residue contact calculation (residue-nucleic acid)"
EDAM_operation:1834, "Residue contact calculation (residue-metal)"
EDAM_operation:1835, "Residue contact calculation (residue-negative ion)"
EDAM_operation:1836, "Residue bump detection"
EDAM_operation:1837, "Residue symmetry contact calculation"
EDAM_operation:1838, "Residue contact calculation (residue-ligand)"
EDAM_operation:1839, "Salt bridge calculation"
EDAM_operation:1841, "Rotamer likelihood prediction"
EDAM_operation:1842, "Proline mutation value calculation"
EDAM_operation:1843, "Residue packing validation"
EDAM_operation:1844, "Dihedral angle validation"
EDAM_operation:1845, "PDB file sequence retrieval"
EDAM_operation:1846, "HET group detection"
EDAM_operation:1847, "DSSP secondary structure assignment"
EDAM_operation:1848, "Structure formatting"
EDAM_operation:1850, "Protein cysteine and disulfide bond assignment"
EDAM_operation:1913, "Residue validation"
EDAM_operation:1914, "Structure retrieval (water)"
EDAM_operation:2008, "siRNA duplex prediction"
EDAM_operation:2089, "Sequence alignment refinement"
EDAM_operation:2120, "Listfile processing"
EDAM_operation:2121, "Sequence file editing"
EDAM_operation:2122, "Sequence alignment file processing"
EDAM_operation:2123, "Small molecule data processing"
EDAM_operation:2222, "Data retrieval (ontology annotation)"
EDAM_operation:2224, "Data retrieval (ontology concept)"
EDAM_operation:2233, "Representative sequence identification"
EDAM_operation:2234, "Structure file processing"
EDAM_operation:2237, "Data retrieval (sequence profile)"
EDAM_operation:2238, "Statistical calculation"
EDAM_operation:2239, "3D-1D scoring matrix generation"
EDAM_operation:2241, "Transmembrane protein visualisation"
EDAM_operation:2246, "Demonstration"
EDAM_operation:2264, "Data retrieval (pathway or network)"
EDAM_operation:2265, "Data retrieval (identifier)"
EDAM_operation:2284, "Nucleic acid density plotting"
EDAM_operation:2403, "Sequence analysis"
EDAM_operation:2404, "Sequence motif processing"
EDAM_operation:2405, "Protein interaction data processing"
EDAM_operation:2406, "Protein structure analysis"
EDAM_operation:2407, "Annotation processing"
EDAM_operation:2408, "Sequence feature analysis"
EDAM_operation:2409, "Utility operation"
EDAM_operation:2410, "Gene expression analysis"
EDAM_operation:2411, "Structural profile processing"
EDAM_operation:2412, "Data index processing"
EDAM_operation:2413, "Sequence profile processing"
EDAM_operation:2414, "Protein function analysis"
EDAM_operation:2415, "Protein folding analysis"
EDAM_operation:2416, "Protein secondary structure analysis"
EDAM_operation:2417, "Physicochemical property data processing"
EDAM_operation:2419, "Primer and probe design"
EDAM_operation:2420, "Operation (typed)"
EDAM_operation:2421, "Database search"
EDAM_operation:2422, "Data retrieval"
EDAM_operation:2423, "Prediction and recognition"
EDAM_operation:2424, "Comparison"
EDAM_operation:2425, "Optimisation and refinement"
EDAM_operation:2426, "Modelling and simulation"
EDAM_operation:2427, "Data handling"
EDAM_operation:2428, "Validation"
EDAM_operation:2429, "Mapping"
EDAM_operation:2430, "Design"
EDAM_operation:2432, "Microarray data processing"
EDAM_operation:2433, "Codon usage table processing"
EDAM_operation:2434, "Data retrieval (codon usage table)"
EDAM_operation:2435, "Gene expression profile processing"
EDAM_operation:2436, "Functional enrichment"
EDAM_operation:2437, "Gene regulatory network prediction"
EDAM_operation:2438, "Pathway or network processing"
EDAM_operation:2439, "RNA secondary structure analysis"
EDAM_operation:2440, "Structure processing (RNA)"
EDAM_operation:2441, "RNA structure prediction"
EDAM_operation:2442, "DNA structure prediction"
EDAM_operation:2443, "Phylogenetic tree processing"
EDAM_operation:2444, "Protein secondary structure processing"
EDAM_operation:2445, "Protein interaction network processing"
EDAM_operation:2446, "Sequence processing"
EDAM_operation:2447, "Sequence processing (protein)"
EDAM_operation:2448, "Sequence processing (nucleic acid)"
EDAM_operation:2451, "Sequence comparison"
EDAM_operation:2452, "Sequence cluster processing"
EDAM_operation:2453, "Feature table processing"
EDAM_operation:2454, "Gene prediction"
EDAM_operation:2456, "GPCR classification"
EDAM_operation:2457, "GPCR coupling selectivity prediction"
EDAM_operation:2459, "Structure processing (protein)"
EDAM_operation:2460, "Protein atom surface calculation"
EDAM_operation:2461, "Protein residue surface calculation"
EDAM_operation:2462, "Protein surface calculation"
EDAM_operation:2463, "Sequence alignment processing"
EDAM_operation:2464, "Protein-protein interaction prediction"
EDAM_operation:2465, "Structure processing"
EDAM_operation:2466, "Map annotation"
EDAM_operation:2467, "Data retrieval (protein annotation)"
EDAM_operation:2468, "Data retrieval (phylogenetic tree)"
EDAM_operation:2469, "Data retrieval (protein interaction annotation)"
EDAM_operation:2470, "Data retrieval (protein family annotation)"
EDAM_operation:2471, "Data retrieval (RNA family annotation)"
EDAM_operation:2472, "Data retrieval (gene annotation)"
EDAM_operation:2473, "Data retrieval (genotype and phenotype annotation)"
EDAM_operation:2474, "Protein architecture comparison"
EDAM_operation:2475, "Protein architecture recognition"
EDAM_operation:2476, "Molecular dynamics simulation"
EDAM_operation:2478, "Nucleic acid sequence analysis"
EDAM_operation:2479, "Protein sequence analysis"
EDAM_operation:2480, "Structure analysis"
EDAM_operation:2481, "Nucleic acid structure analysis"
EDAM_operation:2482, "Secondary structure processing"
EDAM_operation:2483, "Structure comparison"
EDAM_operation:2485, "Helical wheel drawing"
EDAM_operation:2486, "Topology diagram drawing"
EDAM_operation:2487, "Protein structure comparison"
EDAM_operation:2488, "Protein secondary structure comparison"
EDAM_operation:2489, "Protein subcellular localization prediction"
EDAM_operation:2490, "Residue contact calculation (residue-residue)"
EDAM_operation:2491, "Hydrogen bond calculation (inter-residue)"
EDAM_operation:2492, "Protein interaction prediction"
EDAM_operation:2493, "Codon usage data processing"
EDAM_operation:2495, "Gene expression data analysis"
EDAM_operation:2496, "Gene regulatory network processing"
EDAM_operation:2497, "Pathway or network analysis"
EDAM_operation:2498, "Sequencing-based expression profile data analysis"
EDAM_operation:2499, "Splicing model analysis"
EDAM_operation:2500, "Microarray raw data analysis"
EDAM_operation:2501, "Nucleic acid analysis"
EDAM_operation:2502, "Protein analysis"
EDAM_operation:2503, "Sequence data processing"
EDAM_operation:2504, "Structural data processing"
EDAM_operation:2505, "Text processing"
EDAM_operation:2506, "Protein sequence alignment analysis"
EDAM_operation:2507, "Nucleic acid sequence alignment analysis"
EDAM_operation:2508, "Nucleic acid sequence comparison"
EDAM_operation:2509, "Protein sequence comparison"
EDAM_operation:2510, "DNA back-translation"
EDAM_operation:2511, "Sequence editing (nucleic acid)"
EDAM_operation:2512, "Sequence editing (protein)"
EDAM_operation:2513, "Sequence generation (nucleic acid)"
EDAM_operation:2514, "Sequence generation (protein)"
EDAM_operation:2515, "Nucleic acid sequence visualisation"
EDAM_operation:2516, "Protein sequence visualisation"
EDAM_operation:2518, "Nucleic acid structure comparison"
EDAM_operation:2519, "Structure processing (nucleic acid)"
EDAM_operation:2520, "DNA mapping"
EDAM_operation:2521, "Map data processing"
EDAM_operation:2574, "Protein hydropathy calculation"
EDAM_operation:2575, "Protein binding site prediction"
EDAM_operation:2871, "Sequence tagged site (STS) mapping"
EDAM_operation:2928, "Alignment"
EDAM_operation:2929, "Protein fragment weight comparison"
EDAM_operation:2930, "Protein property comparison"
EDAM_operation:2931, "Secondary structure comparison"
EDAM_operation:2932, "Hopp and Woods plotting"
EDAM_operation:2934, "Microarray cluster textual view generation"
EDAM_operation:2935, "Microarray wave graph plotting"
EDAM_operation:2936, "Microarray dendrograph plotting"
EDAM_operation:2937, "Microarray proximity map plotting"
EDAM_operation:2938, "Microarray tree or dendrogram rendering"
EDAM_operation:2939, "Microarray principal component plotting"
EDAM_operation:2940, "Microarray scatter plot plotting"
EDAM_operation:2941, "Whole microarray graph plotting"
EDAM_operation:2942, "Microarray tree-map rendering"
EDAM_operation:2943, "Microarray Box-Whisker plot plotting"
EDAM_operation:2944, "Physical mapping"
EDAM_operation:2945, "Analysis"
EDAM_operation:2946, "Alignment analysis"
EDAM_operation:2947, "Article analysis"
EDAM_operation:2948, "Molecular interaction analysis"
EDAM_operation:2949, "Protein interaction analysis"
EDAM_operation:2950, "Residue contact calculation"
EDAM_operation:2951, "Alignment processing"
EDAM_operation:2952, "Structure alignment processing"
EDAM_operation:2962, "Codon usage bias calculation"
EDAM_operation:2963, "Codon usage bias plotting"
EDAM_operation:2964, "Codon usage fraction calculation"
EDAM_operation:2990, "Classification"
EDAM_operation:2993, "Molecular interaction data processing"
EDAM_operation:2995, "Sequence classification"
EDAM_operation:2996, "Structure classification"
EDAM_operation:2997, "Protein comparison"
EDAM_operation:2998, "Nucleic acid comparison"
EDAM_operation:3023, "Prediction and recognition (protein)"
EDAM_operation:3024, "Prediction and recognition (nucleic acid)"
EDAM_operation:3080, "Structure editing"
EDAM_operation:3081, "Sequence alignment editing"
EDAM_operation:3083, "Pathway or network visualisation"
EDAM_operation:3084, "Protein function prediction (from sequence)"
EDAM_operation:3087, "Protein sequence feature detection"
EDAM_operation:3088, "Protein property calculation (from sequence)"
EDAM_operation:3090, "Protein feature prediction (from structure)"
EDAM_operation:3092, "Protein feature detection"
EDAM_operation:3093, "Database search (by sequence)"
EDAM_operation:3094, "Protein interaction network prediction"
EDAM_operation:3095, "Nucleic acid design"
EDAM_operation:3096, "Editing"
EDAM_operation:3180, "Sequence assembly validation"
EDAM_operation:3182, "Genome alignment"
EDAM_operation:3183, "Localized reassembly"
EDAM_operation:3184, "Sequence assembly visualisation"
EDAM_operation:3185, "Base-calling"
EDAM_operation:3186, "Bisulfite mapping"
EDAM_operation:3187, "Sequence contamination filtering"
EDAM_operation:3189, "Trim ends"
EDAM_operation:3190, "Trim vector"
EDAM_operation:3191, "Trim to reference"
EDAM_operation:3192, "Sequence trimming"
EDAM_operation:3194, "Genome feature comparison"
EDAM_operation:3195, "Sequencing error detection"
EDAM_operation:3196, "Genotyping"
EDAM_operation:3197, "Genetic variation analysis"
EDAM_operation:3198, "Read mapping"
EDAM_operation:3199, "Split read mapping"
EDAM_operation:3200, "DNA barcoding"
EDAM_operation:3201, "SNP calling"
EDAM_operation:3202, "Mutation detection"
EDAM_operation:3203, "Chromatogram visualisation"
EDAM_operation:3204, "Methylation analysis"
